Período,Sector,Altas,Bajas,Creacion_Neta
2º Trim 2010,K,67512.0,41282.0,26230.0
1º Trim 2011,K,72013.0,48172.0,23841.0
1º Trim 2011,K,53200.0,64582.0,-11382.0
1º Trim 2011,K,56185.0,50765.0,5420.0
2º Trim 2011,K,62283.0,47333.0,14950.0
1º Trim 2012,K,63001.0,54571.0,8430.0
1º Trim 2012,K,45176.0,75078.0,-29902.0
1º Trim 2012,K,42842.0,53865.0,-11023.0
2º Trim 2012,K,53804.0,44561.0,9243.0
1º Trim 2013,K,56919.0,47499.0,9420.0
1º Trim 2013,K,44181.0,67242.0,-23061.0
1º Trim 2013,K,49261.0,54422.0,-5161.0
2º Trim 2013,K,53468.0,43404.0,10064.0
1º Trim 2014,K,52619.0,54167.0,-1548.0
1º Trim 2014,K,47071.0,72747.0,-25676.0
1º Trim 2014,K,40530.0,49760.0,-9230.0
2º Trim 2014,K,54924.0,39575.0,15349.0
1º Trim 2015,K,61170.0,42062.0,19108.0
1º Trim 2015,K,45405.0,57476.0,-12071.0
1º Trim 2015,K,48834.0,46749.0,2085.0
2º Trim 2015,K,55026.0,41643.0,13383.0
1º Trim 2016,K,58863.0,60822.0,-1959.0
1º Trim 2016,K,37289.0,69081.0,-31792.0
1º Trim 2016,K,38553.0,53851.0,-15298.0
2º Trim 2016,K,50257.0,41631.0,8626.0
1º Trim 2017,K,66569.0,43915.0,22654.0
1º Trim 2017,K,42688.0,63408.0,-20720.0
1º Trim 2017,K,44268.0,44901.0,-633.0
2º Trim 2017,K,52474.0,36474.0,16000.0
1º Trim 2018,K,59144.0,44884.0,14260.0
1º Trim 2018,K,38724.0,62488.0,-23764.0
1º Trim 2018,K,37826.0,59534.0,-21708.0
2º Trim 2018,K,45646.0,43420.0,2226.0
1º Trim 2019,K,53509.0,45085.0,8424.0
1º Trim 2019,K,34727.0,61340.0,-26613.0
1º Trim 2019,K,37346.0,42025.0,-4679.0
2º Trim 2019,K,45114.0,39796.0,5318.0
1º Trim 2020,K,50508.0,41228.0,9280.0
1º Trim 2020,K,18109.0,66782.0,-48673.0
1º Trim 2020,K,36328.0,26710.0,9618.0
2º Trim 2020,K,46974.0,25213.0,21761.0
1º Trim 2021,K,49654.0,28584.0,21070.0
1º Trim 2021,K,36841.0,41417.0,-4576.0
1º Trim 2021,K,40610.0,39985.0,625.0
2º Trim 2021,K,48265.0,29131.0,19134.0
1º Trim 2022,K,65009.0,30603.0,34406.0
1º Trim 2022,K,40045.0,56562.0,-16517.0
1º Trim 2022,K,42938.0,41080.0,1858.0
2º Trim 2022,K,47693.0,34145.0,13548.0
1º Trim 2023,K,55051.0,36623.0,18428.0
1º Trim 2023,K,35795.0,54698.0,-18903.0
1º Trim 2023,K,41672.0,41451.0,221.0
2º Trim 2023,K,43750.0,36865.0,6885.0
1º Trim 2024,K,46533.0,41728.0,4805.0
1º Trim 2024,K,29731.0,62695.0,-32964.0
1º Trim 2024,K,31983.0,38194.0,-6211.0
2º Trim 2024,K,47669.0,29797.0,17872.0
1º Trim 2025,K,52087.0,34053.0,18034.0
1º Trim 2025,K,35551.0,52680.0,-17129.0
1º Trim 1996,M,14340.0,4236.0,10104.0
1º Trim 1996,M,7422.0,4648.0,2774.0
2º Trim 1996,M,19457.0,3743.0,15714.0
1º Trim 1997,M,12678.0,10651.0,2027.0
1º Trim 1997,M,17761.0,4287.0,13474.0
1º Trim 1997,M,6693.0,4675.0,2018.0
2º Trim 1997,M,24967.0,3737.0,21230.0
1º Trim 1998,M,37636.0,11586.0,26050.0
1º Trim 1998,M,24285.0,5868.0,18417.0
1º Trim 1998,M,7658.0,5491.0,2167.0
2º Trim 1998,M,7228.0,5615.0,1613.0
1º Trim 1999,M,6962.0,16990.0,-10028.0
1º Trim 1999,M,22128.0,6598.0,15530.0
1º Trim 1999,M,7290.0,6073.0,1217.0
2º Trim 1999,M,7496.0,4965.0,2531.0
1º Trim 2000,M,7481.0,18155.0,-10674.0
1º Trim 2000,M,22710.0,6193.0,16517.0
1º Trim 2000,M,7560.0,5691.0,1869.0
2º Trim 2000,M,9051.0,5396.0,3655.0
1º Trim 2001,M,6505.0,16838.0,-10333.0
1º Trim 2001,M,22184.0,5898.0,16286.0
1º Trim 2001,M,6334.0,6617.0,-283.0
2º Trim 2001,M,6639.0,6128.0,511.0
1º Trim 2002,M,5645.0,19504.0,-13859.0
1º Trim 2002,M,17222.0,7545.0,9677.0
1º Trim 2002,M,6805.0,5467.0,1338.0
2º Trim 2002,M,7852.0,4679.0,3173.0
1º Trim 2003,M,6233.0,15646.0,-9413.0
1º Trim 2003,M,22036.0,4718.0,17318.0
1º Trim 2003,M,6705.0,6213.0,492.0
2º Trim 2003,M,8803.0,3995.0,4808.0
1º Trim 2004,M,6381.0,16206.0,-9825.0
1º Trim 2004,M,26138.0,4703.0,21435.0
1º Trim 2004,M,10150.0,5027.0,5123.0
2º Trim 2004,M,8616.0,4689.0,3927.0
1º Trim 2005,M,6610.0,18102.0,-11492.0
1º Trim 2005,M,27432.0,4815.0,22617.0
1º Trim 2005,M,9262.0,5726.0,3536.0
2º Trim 2005,M,7997.0,4747.0,3250.0
1º Trim 2006,M,6834.0,18617.0,-11783.0
1º Trim 2006,M,26737.0,5498.0,21239.0
1º Trim 2006,M,8102.0,5998.0,2104.0
2º Trim 2006,M,10647.0,4103.0,6544.0
1º Trim 2007,M,6974.0,20863.0,-13889.0
1º Trim 2007,M,27180.0,5902.0,21278.0
1º Trim 2007,M,9709.0,5267.0,4442.0
2º Trim 2007,M,9406.0,4838.0,4568.0
1º Trim 2008,M,7043.0,22623.0,-15580.0
1º Trim 2008,M,27996.0,5497.0,22499.0
1º Trim 2008,M,8788.0,5285.0,3503.0
2º Trim 2008,M,9161.0,5291.0,3870.0
1º Trim 2009,M,5203.0,22394.0,-17191.0
1º Trim 2009,M,24599.0,7492.0,17107.0
1º Trim 2009,M,8777.0,6244.0,2533.0
2º Trim 2009,M,8991.0,5122.0,3869.0
1º Trim 2010,M,6156.0,20865.0,-14709.0
1º Trim 2010,M,28531.0,6084.0,22447.0
1º Trim 2010,M,10140.0,6804.0,3336.0
2º Trim 2010,M,7884.0,5696.0,2188.0
1º Trim 2011,M,9072.0,20832.0,-11760.0
1º Trim 2011,M,28527.0,6012.0,22515.0
1º Trim 2011,M,10941.0,6124.0,4817.0
2º Trim 2011,M,9453.0,5784.0,3669.0
1º Trim 2012,M,8127.0,21513.0,-13386.0
1º Trim 2012,M,25059.0,7507.0,17552.0
1º Trim 2012,M,8745.0,6221.0,2524.0
2º Trim 2012,M,9026.0,5052.0,3974.0
1º Trim 2013,M,5631.0,20914.0,-15283.0
1º Trim 2013,M,27450.0,4820.0,22630.0
1º Trim 2013,M,7791.0,7869.0,-78.0
2º Trim 2013,M,7567.0,5745.0,1822.0
1º Trim 2014,M,5091.0,22774.0,-17683.0
1º Trim 2014,M,29353.0,4619.0,24734.0
1º Trim 2014,M,10947.0,5450.0,5497.0
2º Trim 2014,M,9281.0,5877.0,3404.0
1º Trim 2015,M,6070.0,20406.0,-14336.0
1º Trim 2015,M,32958.0,5074.0,27884.0
1º Trim 2015,M,8576.0,6527.0,2049.0
2º Trim 2015,M,6342.0,6853.0,-511.0
1º Trim 2016,M,6038.0,19947.0,-13909.0
1º Trim 2016,M,28334.0,5014.0,23320.0
1º Trim 2016,M,7459.0,7841.0,-382.0
2º Trim 2016,M,6237.0,6908.0,-671.0
1º Trim 2017,M,5212.0,20412.0,-15200.0
1º Trim 2017,M,29521.0,5046.0,24475.0
1º Trim 2017,M,9692.0,5931.0,3761.0
2º Trim 2017,M,6643.0,7652.0,-1009.0
1º Trim 2018,M,5610.0,22338.0,-16728.0
1º Trim 2018,M,28280.0,4712.0,23568.0
1º Trim 2018,M,11555.0,6362.0,5193.0
2º Trim 2018,M,6710.0,7916.0,-1206.0
1º Trim 2019,M,5086.0,22997.0,-17911.0
1º Trim 2019,M,27104.0,5492.0,21612.0
1º Trim 2019,M,7895.0,6334.0,1561.0
2º Trim 2019,M,5411.0,7315.0,-1904.0
1º Trim 2020,M,3838.0,24117.0,-20279.0
1º Trim 2020,M,11590.0,8781.0,2809.0
1º Trim 2020,M,2173.0,7301.0,-5128.0
2º Trim 2020,M,2121.0,6414.0,-4293.0
1º Trim 2021,M,5698.0,9988.0,-4290.0
1º Trim 2021,M,20929.0,4653.0,16276.0
1º Trim 2021,M,9150.0,4822.0,4328.0
2º Trim 2021,M,8039.0,5937.0,2102.0
1º Trim 2022,M,5258.0,17419.0,-12161.0
1º Trim 2022,M,30315.0,3684.0,26631.0
1º Trim 2022,M,8218.0,6215.0,2003.0
2º Trim 2022,M,6581.0,7911.0,-1330.0
1º Trim 2023,M,4205.0,22247.0,-18042.0
1º Trim 2023,M,29968.0,4343.0,25625.0
1º Trim 2023,M,8277.0,6263.0,2014.0
2º Trim 2023,M,6098.0,9453.0,-3355.0
1º Trim 2024,M,3976.0,26053.0,-22077.0
1º Trim 2024,M,26646.0,4801.0,21845.0
1º Trim 2024,M,7482.0,7321.0,161.0
2º Trim 2024,M,5466.0,7668.0,-2202.0
1º Trim 2025,M,5658.0,22566.0,-16908.0
1º Trim 2025,M,26925.0,4943.0,21982.0
1º Trim 1996,N,6389.0,5911.0,478.0
1º Trim 1996,N,7263.0,5155.0,2108.0
2º Trim 1996,N,6478.0,5017.0,1461.0
1º Trim 1997,N,8737.0,5582.0,3155.0
1º Trim 1997,N,6217.0,6755.0,-538.0
1º Trim 1997,N,7852.0,5881.0,1971.0
2º Trim 1997,N,7264.0,6571.0,693.0
1º Trim 1998,N,7879.0,7531.0,348.0
1º Trim 1998,N,6570.0,6968.0,-398.0
1º Trim 1998,N,7925.0,5886.0,2039.0
2º Trim 1998,N,7970.0,7000.0,970.0
1º Trim 1999,N,7283.0,9644.0,-2361.0
1º Trim 1999,N,6583.0,9064.0,-2481.0
1º Trim 1999,N,6534.0,6445.0,89.0
2º Trim 1999,N,5462.0,6202.0,-740.0
1º Trim 2000,N,6303.0,5595.0,708.0
1º Trim 2000,N,5345.0,6447.0,-1102.0
1º Trim 2000,N,7710.0,5117.0,2593.0
2º Trim 2000,N,9107.0,5123.0,3984.0
1º Trim 2001,N,6161.0,6627.0,-466.0
1º Trim 2001,N,5123.0,6644.0,-1521.0
1º Trim 2001,N,5695.0,5986.0,-291.0
2º Trim 2001,N,5182.0,6196.0,-1014.0
1º Trim 2002,N,4457.0,7209.0,-2752.0
1º Trim 2002,N,3748.0,7281.0,-3533.0
1º Trim 2002,N,4035.0,5599.0,-1564.0
2º Trim 2002,N,4804.0,4161.0,643.0
1º Trim 2003,N,5597.0,5378.0,219.0
1º Trim 2003,N,4866.0,4831.0,35.0
1º Trim 2003,N,6583.0,3400.0,3183.0
2º Trim 2003,N,6873.0,4099.0,2774.0
1º Trim 2004,N,6653.0,3887.0,2766.0
1º Trim 2004,N,7016.0,4626.0,2390.0
1º Trim 2004,N,9041.0,4211.0,4830.0
2º Trim 2004,N,7614.0,4103.0,3511.0
1º Trim 2005,N,7260.0,3965.0,3295.0
1º Trim 2005,N,7433.0,4435.0,2998.0
1º Trim 2005,N,8243.0,3887.0,4356.0
2º Trim 2005,N,8247.0,3710.0,4537.0
1º Trim 2006,N,8648.0,4876.0,3772.0
1º Trim 2006,N,7300.0,6626.0,674.0
1º Trim 2006,N,8580.0,4539.0,4041.0
2º Trim 2006,N,9034.0,4695.0,4339.0
1º Trim 2007,N,9040.0,4952.0,4088.0
1º Trim 2007,N,7558.0,5570.0,1988.0
1º Trim 2007,N,9743.0,4404.0,5339.0
2º Trim 2007,N,9035.0,5107.0,3928.0
1º Trim 2008,N,9680.0,4629.0,5051.0
1º Trim 2008,N,8581.0,5560.0,3021.0
1º Trim 2008,N,8876.0,4536.0,4340.0
2º Trim 2008,N,8054.0,5576.0,2478.0
1º Trim 2009,N,7419.0,5275.0,2144.0
1º Trim 2009,N,6766.0,6069.0,697.0
1º Trim 2009,N,8075.0,4306.0,3769.0
2º Trim 2009,N,7576.0,4734.0,2842.0
1º Trim 2010,N,8168.0,4650.0,3518.0
1º Trim 2010,N,7659.0,5733.0,1926.0
1º Trim 2010,N,8438.0,4808.0,3630.0
2º Trim 2010,N,8655.0,4557.0,4098.0
1º Trim 2011,N,9194.0,5380.0,3814.0
1º Trim 2011,N,9433.0,6117.0,3316.0
1º Trim 2011,N,9389.0,5162.0,4227.0
2º Trim 2011,N,9617.0,4880.0,4737.0
1º Trim 2012,N,9138.0,6017.0,3121.0
1º Trim 2012,N,7653.0,6858.0,795.0
1º Trim 2012,N,8102.0,5126.0,2976.0
2º Trim 2012,N,8213.0,4558.0,3655.0
1º Trim 2013,N,8263.0,5458.0,2805.0
1º Trim 2013,N,7351.0,6746.0,605.0
1º Trim 2013,N,8423.0,4980.0,3443.0
2º Trim 2013,N,8956.0,5449.0,3507.0
1º Trim 2014,N,8744.0,6097.0,2647.0
1º Trim 2014,N,9018.0,9720.0,-702.0
1º Trim 2014,N,8855.0,5059.0,3796.0
2º Trim 2014,N,9240.0,4949.0,4291.0
1º Trim 2015,N,8614.0,5398.0,3216.0
1º Trim 2015,N,10186.0,8255.0,1931.0
1º Trim 2015,N,8984.0,5581.0,3403.0
2º Trim 2015,N,8924.0,4980.0,3944.0
1º Trim 2016,N,9506.0,5119.0,4387.0
1º Trim 2016,N,8062.0,6676.0,1386.0
1º Trim 2016,N,8916.0,5701.0,3215.0
2º Trim 2016,N,8754.0,4734.0,4020.0
1º Trim 2017,N,9025.0,5006.0,4019.0
1º Trim 2017,N,7541.0,7094.0,447.0
1º Trim 2017,N,8574.0,5323.0,3251.0
2º Trim 2017,N,8135.0,5238.0,2897.0
1º Trim 2018,N,9199.0,5633.0,3566.0
1º Trim 2018,N,7588.0,8305.0,-717.0
1º Trim 2018,N,6521.0,6508.0,13.0
2º Trim 2018,N,6419.0,6047.0,372.0
1º Trim 2019,N,6903.0,5752.0,1151.0
1º Trim 2019,N,5576.0,8302.0,-2726.0
1º Trim 2019,N,6428.0,5946.0,482.0
2º Trim 2019,N,7221.0,6549.0,672.0
1º Trim 2020,N,8313.0,7088.0,1225.0
1º Trim 2020,N,5116.0,8141.0,-3025.0
1º Trim 2020,N,7360.0,4364.0,2996.0
2º Trim 2020,N,6781.0,5026.0,1755.0
1º Trim 2021,N,6885.0,6835.0,50.0
1º Trim 2021,N,7979.0,6239.0,1740.0
1º Trim 2021,N,5460.0,6825.0,-1365.0
2º Trim 2021,N,6273.0,6616.0,-343.0
1º Trim 2022,N,7990.0,5799.0,2191.0
1º Trim 2022,N,6038.0,9414.0,-3376.0
1º Trim 2022,N,7806.0,6382.0,1424.0
2º Trim 2022,N,8033.0,5730.0,2303.0
1º Trim 2023,N,8290.0,5841.0,2449.0
1º Trim 2023,N,6898.0,7815.0,-917.0
1º Trim 2023,N,7548.0,6208.0,1340.0
2º Trim 2023,N,7520.0,5792.0,1728.0
1º Trim 2024,N,6297.0,6907.0,-610.0
1º Trim 2024,N,4987.0,9318.0,-4331.0
1º Trim 2024,N,5781.0,6801.0,-1020.0
2º Trim 2024,N,7171.0,5972.0,1199.0
1º Trim 2025,N,7456.0,6132.0,1324.0
1º Trim 2025,N,6711.0,9184.0,-2473.0
1º Trim 1996,O,17227.0,20699.0,-3472.0
1º Trim 1996,O,17723.0,16532.0,1191.0
2º Trim 1996,O,19729.0,13595.0,6134.0
1º Trim 1997,O,21038.0,17124.0,3914.0
1º Trim 1997,O,20039.0,19533.0,506.0
1º Trim 1997,O,18384.0,16184.0,2200.0
2º Trim 1997,O,20755.0,13815.0,6940.0
1º Trim 1998,O,26032.0,18231.0,7801.0
1º Trim 1998,O,19123.0,21575.0,-2452.0
1º Trim 1998,O,16217.0,18634.0,-2417.0
2º Trim 1998,O,18102.0,16789.0,1313.0
1º Trim 1999,O,21068.0,22782.0,-1714.0
1º Trim 1999,O,16155.0,21807.0,-5652.0
1º Trim 1999,O,12784.0,15606.0,-2822.0
2º Trim 1999,O,16563.0,14275.0,2288.0
1º Trim 2000,O,19974.0,16230.0,3744.0
1º Trim 2000,O,14057.0,19399.0,-5342.0
1º Trim 2000,O,15163.0,14444.0,719.0
2º Trim 2000,O,16114.0,11539.0,4575.0
1º Trim 2001,O,18550.0,14293.0,4257.0
1º Trim 2001,O,13925.0,19702.0,-5777.0
1º Trim 2001,O,12686.0,15577.0,-2891.0
2º Trim 2001,O,11797.0,17145.0,-5348.0
1º Trim 2002,O,11721.0,20690.0,-8969.0
1º Trim 2002,O,9860.0,17085.0,-7225.0
1º Trim 2002,O,11184.0,11079.0,105.0
2º Trim 2002,O,12245.0,9570.0,2675.0
1º Trim 2003,O,16199.0,9289.0,6910.0
1º Trim 2003,O,13281.0,13431.0,-150.0
1º Trim 2003,O,16173.0,9166.0,7007.0
2º Trim 2003,O,17020.0,9221.0,7799.0
1º Trim 2004,O,17862.0,10888.0,6974.0
1º Trim 2004,O,17006.0,14489.0,2517.0
1º Trim 2004,O,24950.0,10444.0,14506.0
2º Trim 2004,O,20448.0,11697.0,8751.0
1º Trim 2005,O,24419.0,14811.0,9608.0
1º Trim 2005,O,19468.0,20211.0,-743.0
1º Trim 2005,O,21097.0,14054.0,7043.0
2º Trim 2005,O,22228.0,12577.0,9651.0
1º Trim 2006,O,23471.0,15696.0,7775.0
1º Trim 2006,O,21057.0,21690.0,-633.0
1º Trim 2006,O,20351.0,14164.0,6187.0
2º Trim 2006,O,22190.0,15847.0,6343.0
1º Trim 2007,O,23314.0,17869.0,5445.0
1º Trim 2007,O,21448.0,22741.0,-1293.0
1º Trim 2007,O,22566.0,16698.0,5868.0
2º Trim 2007,O,23262.0,15906.0,7356.0
1º Trim 2008,O,25289.0,18642.0,6647.0
1º Trim 2008,O,22159.0,23060.0,-901.0
1º Trim 2008,O,19665.0,16461.0,3204.0
2º Trim 2008,O,20213.0,16435.0,3778.0
1º Trim 2009,O,19227.0,19300.0,-73.0
1º Trim 2009,O,17223.0,23074.0,-5851.0
1º Trim 2009,O,16278.0,15761.0,517.0
2º Trim 2009,O,22564.0,13381.0,9183.0
1º Trim 2010,O,22267.0,17641.0,4626.0
1º Trim 2010,O,18729.0,21649.0,-2920.0
1º Trim 2010,O,17820.0,13878.0,3942.0
2º Trim 2010,O,20691.0,15404.0,5287.0
1º Trim 2011,O,22732.0,16890.0,5842.0
1º Trim 2011,O,18590.0,21771.0,-3181.0
1º Trim 2011,O,17701.0,18595.0,-894.0
2º Trim 2011,O,19773.0,16176.0,3597.0
1º Trim 2012,O,21966.0,17377.0,4589.0
1º Trim 2012,O,17650.0,21622.0,-3972.0
1º Trim 2012,O,16532.0,15438.0,1094.0
2º Trim 2012,O,19575.0,14698.0,4877.0
1º Trim 2013,O,19133.0,17889.0,1244.0
1º Trim 2013,O,17520.0,21344.0,-3824.0
1º Trim 2013,O,16426.0,15146.0,1280.0
2º Trim 2013,O,18523.0,14339.0,4184.0
1º Trim 2014,O,19944.0,19463.0,481.0
1º Trim 2014,O,16284.0,21754.0,-5470.0
1º Trim 2014,O,15351.0,14156.0,1195.0
2º Trim 2014,O,23550.0,18097.0,5453.0
1º Trim 2015,O,20659.0,15501.0,5158.0
1º Trim 2015,O,17062.0,20497.0,-3435.0
1º Trim 2015,O,16134.0,14536.0,1598.0
2º Trim 2015,O,17049.0,14393.0,2656.0
1º Trim 2016,O,20190.0,16322.0,3868.0
1º Trim 2016,O,16171.0,21532.0,-5361.0
1º Trim 2016,O,15178.0,15011.0,167.0
2º Trim 2016,O,17613.0,14261.0,3352.0
1º Trim 2017,O,19314.0,17728.0,1586.0
1º Trim 2017,O,16240.0,21320.0,-5080.0
1º Trim 2017,O,16796.0,13930.0,2866.0
2º Trim 2017,O,18687.0,15485.0,3202.0
1º Trim 2018,O,21366.0,18839.0,2527.0
1º Trim 2018,O,16248.0,22581.0,-6333.0
1º Trim 2018,O,15677.0,15238.0,439.0
2º Trim 2018,O,17597.0,15231.0,2366.0
1º Trim 2019,O,18604.0,19376.0,-772.0
1º Trim 2019,O,13619.0,22322.0,-8703.0
1º Trim 2019,O,13944.0,13259.0,685.0
2º Trim 2019,O,14988.0,14643.0,345.0
1º Trim 2020,O,15819.0,17573.0,-1754.0
1º Trim 2020,O,4115.0,26201.0,-22086.0
1º Trim 2020,O,4955.0,9083.0,-4128.0
2º Trim 2020,O,11359.0,7607.0,3752.0
1º Trim 2021,O,12865.0,11687.0,1178.0
1º Trim 2021,O,11165.0,14589.0,-3424.0
1º Trim 2021,O,10644.0,10501.0,143.0
2º Trim 2021,O,16890.0,9944.0,6946.0
1º Trim 2022,O,19340.0,13014.0,6326.0
1º Trim 2022,O,16999.0,17674.0,-675.0
1º Trim 2022,O,15346.0,12427.0,2919.0
2º Trim 2022,O,17644.0,13690.0,3954.0
1º Trim 2023,O,19503.0,16779.0,2724.0
1º Trim 2023,O,16518.0,18706.0,-2188.0
1º Trim 2023,O,14771.0,13108.0,1663.0
2º Trim 2023,O,16523.0,13728.0,2795.0
1º Trim 2024,O,16839.0,19370.0,-2531.0
1º Trim 2024,O,12309.0,20723.0,-8414.0
1º Trim 2024,O,10896.0,12794.0,-1898.0
2º Trim 2024,O,15363.0,12301.0,3062.0
1º Trim 2025,O,14880.0,16570.0,-1690.0
1º Trim 2025,O,13143.0,19584.0,-6441.0
