Período,Empleo,Var. %  interanual,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Fuente,TipoSerie,Var. % Trimestral,Var. % interanual,"Agricultura, ganadería y pesca",Minería y petróleo,Industria,"Electricidad, gas y agua",Construcción,Comercio,Servicios,Total ,Minería y petróleo (3),"Electricidad, gas y agua (3)"
4º Trim 2020,,,,,,,C2.1,Grandes divisiones,,,351918.0,82507.0,1149886.0,73731.0,349346.0,1106773.0,3042478.0,6156639.0,,
1º Trim 2021,,,,,,,C2.1,Grandes divisiones,,,370923.0,84172.0,1168836.0,74040.0,361698.0,1118374.0,3066057.0,6244100.0,,
2º Trim 2021,,,,,,,C2.1,Grandes divisiones,,,367418.0,84813.0,1174308.0,74124.0,376900.0,1115050.0,3053597.0,6246210.0,,
3º Trim 2021,,,,,,,C2.1,Grandes divisiones,,,360919.0,85473.0,1176510.0,74158.0,394978.0,1118586.0,3059616.0,6270240.0,,
4º Trim 2021,,,,,,,C2.1,Grandes divisiones,,,357557.0,86370.0,1186606.0,74295.0,411825.0,1138536.0,3122440.0,6377629.0,,
1º Trim 2022,,,,,,,C2.1,Grandes divisiones,,,371182.0,88104.0,1210905.0,74436.0,421810.0,1166719.0,3177381.0,6510537.0,,
2º Trim 2022,,,,,,,C2.1,Grandes divisiones,,,359698.0,89264.0,1221128.0,74550.0,440693.0,1173781.0,3178886.0,6538000.0,,
3º Trim 2022,,,,,,,C2.1,Grandes divisiones,,,350022.0,91171.0,1232126.0,75007.0,457686.0,1190417.0,3206634.0,6603063.0,,
4º Trim 2022,,,,,,,C2.1,Grandes divisiones,,,348170.0,93038.0,1240793.0,75518.0,471435.0,1212001.0,3244544.0,6685499.0,,
1º Trim 2023,,,,,,,C2.1,Grandes divisiones,,,365314.0,94941.0,1262058.0,75832.0,477357.0,1236748.0,3274049.0,6786299.0,,
2º Trim 2023,,,,,,,C2.1,Grandes divisiones,,,354516.0,96170.0,1263649.0,75843.0,487501.0,1239439.0,3260495.0,6777613.0,,
3º Trim 2023,,,,,,,C2.1,Grandes divisiones,,,349804.0,97697.0,1269374.0,76255.0,485211.0,1254996.0,3273417.0,6806754.0,,
4º Trim 2023,,,,,,,C2.1,Grandes divisiones,,,344986.0,98731.0,1265003.0,76896.0,459160.0,1265639.0,3288295.0,6798710.0,,
1º Trim 2024,,,,,,,C2.1,Grandes divisiones,,,369040.0,100146.0,1262052.0,77008.0,408140.0,1266968.0,3273373.0,6756727.0,,
2º Trim 2024,,,,,,,C2.1,Grandes divisiones,,,365869.0,99812.0,1237567.0,76417.0,387607.0,1250038.0,3216540.0,6633850.0,,
1º Trim 1996,,,,,,,C2.2,Grandes divisiones,,,232639.0,,879184.0,,180367.0,517374.0,1509886.0,3396779.0,33052.0,44277.0
2º Trim 1996,,,,,,,C2.2,Grandes divisiones,,,242491.0,,891385.0,,189698.0,529241.0,1542967.0,3474153.0,33732.0,44639.0
3º Trim 1996,,,,,,,C2.2,Grandes divisiones,,,249134.0,,902474.0,,203180.0,540335.0,1577434.0,3551981.0,34170.0,45254.0
4º Trim 1996,,,,,,,C2.2,Grandes divisiones,,,252904.0,,911309.0,,214158.0,550875.0,1610414.0,3620382.0,36234.0,44488.0
1º Trim 1997,,,,,,,C2.2,Grandes divisiones,,,258669.0,,922718.0,,230678.0,561835.0,1647640.0,3701956.0,35707.0,44709.0
2º Trim 1997,,,,,,,C2.2,Grandes divisiones,,,264534.0,,932990.0,,239487.0,572164.0,1690650.0,3781908.0,37067.0,45016.0
3º Trim 1997,,,,,,,C2.2,Grandes divisiones,,,264027.0,,939155.0,,247076.0,585338.0,1738871.0,3859484.0,37630.0,47387.0
4º Trim 1997,,,,,,,C2.2,Grandes divisiones,,,266014.0,,947558.0,,253540.0,598145.0,1795467.0,3946028.0,37678.0,47626.0
1º Trim 1998,,,,,,,C2.2,Grandes divisiones,,,269185.0,,951315.0,,258858.0,608855.0,1855407.0,4030186.0,38583.0,47983.0
2º Trim 1998,,,,,,,C2.2,Grandes divisiones,,,265681.0,,956459.0,,264097.0,619470.0,1886238.0,4079015.0,39071.0,47999.0
3º Trim 1998,,,,,,,C2.2,Grandes divisiones,,,269052.0,,952915.0,,269982.0,625317.0,1911031.0,4116201.0,38891.0,49013.0
4º Trim 1998,,,,,,,C2.2,Grandes divisiones,,,268584.0,,942017.0,,272748.0,627246.0,1914991.0,4111078.0,37144.0,48348.0
1º Trim 1999,,,,,,,C2.2,Grandes divisiones,,,267287.0,,927447.0,,273798.0,625625.0,1903554.0,4081373.0,35422.0,48240.0
2º Trim 1999,,,,,,,C2.2,Grandes divisiones,,,262509.0,,906991.0,,275245.0,623799.0,1909502.0,4061023.0,34764.0,48213.0
3º Trim 1999,,,,,,,C2.2,Grandes divisiones,,,260012.0,,891410.0,,268682.0,619867.0,1909471.0,4033684.0,35002.0,49240.0
4º Trim 1999,,,,,,,C2.2,Grandes divisiones,,,259609.0,,881395.0,,257315.0,618440.0,1915635.0,4017348.0,35754.0,49200.0
1º Trim 2000,,,,,,,C2.2,Grandes divisiones,,,257866.0,,870730.0,,243810.0,621428.0,1921102.0,4000269.0,36584.0,48749.0
2º Trim 2000,,,,,,,C2.2,Grandes divisiones,,,256675.0,,860039.0,,228861.0,621652.0,1925738.0,3978773.0,36922.0,48886.0
3º Trim 2000,,,,,,,C2.2,Grandes divisiones,,,259430.0,,853801.0,,225146.0,627208.0,1940387.0,3991259.0,36911.0,48376.0
4º Trim 2000,,,,,,,C2.2,Grandes divisiones,,,260309.0,,847806.0,,227756.0,634633.0,1954675.0,4010779.0,36694.0,48906.0
1º Trim 2001,,,,,,,C2.2,Grandes divisiones,,,260409.0,,841703.0,,226631.0,639233.0,1958593.0,4013267.0,37775.0,48923.0
2º Trim 2001,,,,,,,C2.2,Grandes divisiones,,,261667.0,,831163.0,,219911.0,638464.0,1951251.0,3989572.0,38308.0,48808.0
3º Trim 2001,,,,,,,C2.2,Grandes divisiones,,,253363.0,,810476.0,,201028.0,626630.0,1921648.0,3899640.0,37431.0,49064.0
4º Trim 2001,,,,,,,C2.2,Grandes divisiones,,,246397.0,,780497.0,,176946.0,608746.0,1882329.0,3780605.0,37022.0,48668.0
1º Trim 2002,,,,,,,C2.2,Grandes divisiones,,,241293.0,,742936.0,,136811.0,580110.0,1805729.0,3590887.0,36216.0,47792.0
2º Trim 2002,,,,,,,C2.2,Grandes divisiones,,,240467.0,,730873.0,,120219.0,566291.0,1776955.0,3515727.0,34791.0,46131.0
3º Trim 2002,,,,,,,C2.2,Grandes divisiones,,,243267.0,,727944.0,,116005.0,556671.0,1763775.0,3488167.0,34535.0,45970.0
4º Trim 2002,,,,,,,C2.2,Grandes divisiones,,,246500.0,,733289.0,,121228.0,555394.0,1763183.0,3500873.0,35399.0,45880.0
1º Trim 2003,,,,,,,C2.2,Grandes divisiones,,,251870.0,,753643.0,,135608.0,563672.0,1792490.0,3579941.0,36765.0,45893.0
2º Trim 2003,,,,,,,C2.2,Grandes divisiones,,,258422.0,,774804.0,,150515.0,577993.0,1829937.0,3675875.0,38136.0,46068.0
3º Trim 2003,,,,,,,C2.2,Grandes divisiones,,,264238.0,,798892.0,,164952.0,597490.0,1866659.0,3777914.0,39320.0,46363.0
4º Trim 2003,,,,,,,C2.2,Grandes divisiones,,,269246.0,,824058.0,,179694.0,616594.0,1905849.0,3882368.0,40422.0,46505.0
1º Trim 2004,,,,,,,C2.2,Grandes divisiones,,,276723.0,,850723.0,,193823.0,636345.0,1943214.0,3990681.0,42352.0,47501.0
2º Trim 2004,,,,,,,C2.2,Grandes divisiones,,,283998.0,,875809.0,,205431.0,656853.0,1991540.0,4104943.0,43406.0,47906.0
3º Trim 2004,,,,,,,C2.2,Grandes divisiones,,,290449.0,,899609.0,,220463.0,685523.0,2069571.0,4258642.0,44799.0,48228.0
4º Trim 2004,,,,,,,C2.2,Grandes divisiones,,,295437.0,,924376.0,,237893.0,708589.0,2117033.0,4378624.0,46536.0,48760.0
1º Trim 2005,,,,,,,C2.2,Grandes divisiones,,,303059.0,,948588.0,,260520.0,728790.0,2172928.0,4511063.0,48254.0,48924.0
2º Trim 2005,,,,,,,C2.2,Grandes divisiones,,,308787.0,,967181.0,,282590.0,749218.0,2224934.0,4632880.0,50610.0,49560.0
3º Trim 2005,,,,,,,C2.2,Grandes divisiones,,,313863.0,,986367.0,,304533.0,767661.0,2277021.0,4750549.0,51466.0,49638.0
4º Trim 2005,,,,,,,C2.2,Grandes divisiones,,,318606.0,,1010648.0,,328091.0,788071.0,2330666.0,4879220.0,52684.0,50454.0
1º Trim 2006,,,,,,,C2.2,Grandes divisiones,,,323808.0,,1031600.0,,342834.0,806580.0,2378445.0,4989899.0,54880.0,51752.0
2º Trim 2006,,,,,,,C2.2,Grandes divisiones,,,327184.0,,1051366.0,,355376.0,824063.0,2423524.0,5088322.0,55641.0,51168.0
3º Trim 2006,,,,,,,C2.2,Grandes divisiones,,,331003.0,,1067475.0,,364301.0,842103.0,2469359.0,5182755.0,56782.0,51732.0
4º Trim 2006,,,,,,,C2.2,Grandes divisiones,,,333477.0,,1086313.0,,382452.0,862799.0,2520285.0,5296317.0,58901.0,52090.0
1º Trim 2007,,,,,,,C2.2,Grandes divisiones,,,337707.0,,1106097.0,,403446.0,888158.0,2569107.0,5418214.0,61241.0,52458.0
2º Trim 2007,,,,,,,C2.2,Grandes divisiones,,,340483.0,,1124313.0,,419628.0,906912.0,2617902.0,5524709.0,62707.0,52764.0
3º Trim 2007,,,,,,,C2.2,Grandes divisiones,,,343482.0,,1144072.0,,431545.0,929707.0,2671508.0,5637738.0,64649.0,52775.0
4º Trim 2007,,,,,,,C2.2,Grandes divisiones,,,348738.0,,1164104.0,,432217.0,963546.0,2735828.0,5764241.0,66607.0,53201.0
1º Trim 2008,,,,,,,C2.2,Grandes divisiones,,,352995.0,,1184161.0,,432995.0,976544.0,2777606.0,5846575.0,68479.0,53795.0
2º Trim 2008,,,,,,,C2.2,Grandes divisiones,,,360516.0,,1203264.0,,435848.0,996005.0,2817667.0,5937081.0,69564.0,54217.0
3º Trim 2008,,,,,,,C2.2,Grandes divisiones,,,362664.0,,1210840.0,,427727.0,1010176.0,2833638.0,5969950.0,70540.0,54365.0
4º Trim 2008,,,,,,,C2.2,Grandes divisiones,,,363179.0,,1202484.0,,417212.0,1010527.0,2827249.0,5945857.0,70807.0,54399.0
1º Trim 2009,,,,,,,C2.2,Grandes divisiones,,,355769.0,,1184949.0,,402471.0,1005291.0,2793627.0,5866207.0,69550.0,54550.0
2º Trim 2009,,,,,,,C2.2,Grandes divisiones,,,348057.0,,1169249.0,,396571.0,1003219.0,2776972.0,5817998.0,68352.0,55578.0
3º Trim 2009,,,,,,,C2.2,Grandes divisiones,,,352005.0,,1169306.0,,394588.0,1005084.0,2782717.0,5827591.0,67962.0,55929.0
4º Trim 2009,,,,,,,C2.2,Grandes divisiones,,,353551.0,,1175995.0,,389643.0,1011692.0,2803022.0,5858242.0,68057.0,56282.0
1º Trim 2010,,,,,,,C2.2,Grandes divisiones,,,350328.0,,1187693.0,,390409.0,1022967.0,2834333.0,5911128.0,68999.0,56399.0
2º Trim 2010,,,,,,,C2.2,Grandes divisiones,,,348963.0,,1198476.0,,392759.0,1032642.0,2861353.0,5960477.0,69651.0,56633.0
3º Trim 2010,,,,,,,C2.2,Grandes divisiones,,,349730.0,,1208498.0,,400058.0,1043972.0,2886869.0,6017356.0,70741.0,57488.0
4º Trim 2010,,,,,,,C2.2,Grandes divisiones,,,353423.0,,1217299.0,,412635.0,1056425.0,2917356.0,6086658.0,71928.0,57592.0
1º Trim 2011,,,,,,,C2.2,Grandes divisiones,,,361238.0,,1236266.0,,427632.0,1068853.0,2955219.0,6180629.0,73074.0,58347.0
2º Trim 2011,,,,,,,C2.2,Grandes divisiones,,,367711.0,,1252911.0,,437867.0,1081354.0,2989891.0,6262386.0,73662.0,58990.0
3º Trim 2011,,,,,,,C2.2,Grandes divisiones,,,366758.0,,1264740.0,,444969.0,1092264.0,3018522.0,6321598.0,74813.0,59532.0
4º Trim 2011,,,,,,,C2.2,Grandes divisiones,,,367783.0,,1274581.0,,450013.0,1101619.0,3036734.0,6367111.0,76151.0,60230.0
1º Trim 2012,,,,,,,C2.2,Grandes divisiones,,,360633.0,,1271871.0,,444620.0,1103737.0,3049246.0,6367852.0,77344.0,60401.0
2º Trim 2012,,,,,,,C2.2,Grandes divisiones,,,356932.0,,1274080.0,,435892.0,1106462.0,3049848.0,6362002.0,77789.0,60999.0
3º Trim 2012,,,,,,,C2.2,Grandes divisiones,,,358902.0,,1275107.0,,426056.0,1107536.0,3052259.0,6359183.0,78205.0,61118.0
4º Trim 2012,,,,,,,C2.2,Grandes divisiones,,,359876.0,,1281376.0,,421172.0,1112385.0,3063336.0,6378849.0,78781.0,61923.0
1º Trim 2013,,,,,,,C2.2,Grandes divisiones,,,364117.0,,1291832.0,,425759.0,1117335.0,3070676.0,6412287.0,79800.0,62768.0
2º Trim 2013,,,,,,,C2.2,Grandes divisiones,,,362864.0,,1290183.0,,430617.0,1117459.0,3077782.0,6422640.0,80390.0,63345.0
3º Trim 2013,,,,,,,C2.2,Grandes divisiones,,,354803.0,,1291910.0,,430969.0,1120873.0,3086128.0,6430372.0,81428.0,64261.0
4º Trim 2013,,,,,,,C2.2,Grandes divisiones,,,348847.0,,1292904.0,,430823.0,1124486.0,3092414.0,6437706.0,83185.0,65047.0
1º Trim 2014,,,,,,,C2.2,Grandes divisiones,,,350319.0,,1286665.0,,425445.0,1124799.0,3083653.0,6422084.0,85401.0,65802.0
2º Trim 2014,,,,,,,C2.2,Grandes divisiones,,,353953.0,,1281690.0,,423383.0,1124192.0,3084813.0,6421179.0,86531.0,66617.0
3º Trim 2014,,,,,,,C2.2,Grandes divisiones,,,360736.0,,1278379.0,,428037.0,1124836.0,3091266.0,6438284.0,87803.0,67227.0
4º Trim 2014,,,,,,,C2.2,Grandes divisiones,,,364352.0,,1277101.0,,435690.0,1126234.0,3106441.0,6467597.0,89616.0,68163.0
1º Trim 2015,,,,,,,C2.2,Grandes divisiones,,,362927.0,,1283211.0,,448901.0,1133456.0,3132158.0,6520599.0,91217.0,68729.0
2º Trim 2015,,,,,,,C2.2,Grandes divisiones,,,363358.0,,1293965.0,,463422.0,1143969.0,3162294.0,6587455.0,90883.0,69564.0
3º Trim 2015,,,,,,,C2.2,Grandes divisiones,,,357997.0,,1300281.0,,465823.0,1151232.0,3184030.0,6620148.0,90420.0,70365.0
4º Trim 2015,,,,,,,C2.2,Grandes divisiones,,,350531.0,,1297733.0,,449507.0,1155456.0,3193036.0,6606332.0,89378.0,70691.0
1º Trim 2016,,,,,,,C2.2,Grandes divisiones,,,349902.0,,1288434.0,,423452.0,1161719.0,3191350.0,6573933.0,88101.0,70975.0
2º Trim 2016,,,,,,,C2.2,Grandes divisiones,,,349101.0,,1276082.0,,413568.0,1162283.0,3183907.0,6541669.0,85735.0,70993.0
3º Trim 2016,,,,,,,C2.2,Grandes divisiones,,,354127.0,,1266256.0,,414728.0,1164971.0,3175392.0,6531339.0,84523.0,71342.0
4º Trim 2016,,,,,,,C2.2,Grandes divisiones,,,359613.0,,1260047.0,,423139.0,1169403.0,3181231.0,6549019.0,83917.0,71669.0
1º Trim 2017,,,,,,,C2.2,Grandes divisiones,,,358312.0,,1254268.0,,437516.0,1170836.0,3198848.0,6574716.0,82478.0,72458.0
2º Trim 2017,,,,,,,C2.2,Grandes divisiones,,,357267.0,,1250029.0,,448523.0,1175258.0,3207080.0,6592012.0,81097.0,72758.0
3º Trim 2017,,,,,,,C2.2,Grandes divisiones,,,357861.0,,1244257.0,,461641.0,1180548.0,3227725.0,6626401.0,81033.0,73336.0
4º Trim 2017,,,,,,,C2.2,Grandes divisiones,,,361170.0,,1246616.0,,473439.0,1190066.0,3241705.0,6668132.0,81186.0,73950.0
1º Trim 2018,,,,,,,C2.2,Grandes divisiones,,,363171.0,,1243393.0,,478052.0,1193662.0,3247569.0,6681653.0,81493.0,74313.0
2º Trim 2018,,,,,,,C2.2,Grandes divisiones,,,360424.0,,1231296.0,,476660.0,1190215.0,3246929.0,6664543.0,84806.0,74213.0
3º Trim 2018,,,,,,,C2.2,Grandes divisiones,,,365525.0,,1213112.0,,468460.0,1181357.0,3226907.0,6614572.0,85153.0,74058.0
4º Trim 2018,,,,,,,C2.2,Grandes divisiones,,,373038.0,,1194447.0,,460503.0,1165535.0,3209656.0,6563677.0,86488.0,74010.0
1º Trim 2019,,,,,,,C2.2,Grandes divisiones,,,367895.0,,1181664.0,,470774.0,1154334.0,3196189.0,6532967.0,87967.0,74144.0
2º Trim 2019,,,,,,,C2.2,Grandes divisiones,,,370989.0,,1172399.0,,465803.0,1146777.0,3182384.0,6501724.0,89156.0,74216.0
3º Trim 2019,,,,,,,C2.2,Grandes divisiones,,,368883.0,,1162673.0,,453148.0,1140902.0,3179128.0,6469133.0,90088.0,74311.0
4º Trim 2019,,,,,,,C2.2,Grandes divisiones,,,367249.0,,1148592.0,,422269.0,1133448.0,3167246.0,6402707.0,89758.0,74145.0
1º Trim 2020,,,,,,,C2.2,Grandes divisiones,,,363627.0,,1138952.0,,394423.0,1128676.0,3150077.0,6338470.0,88939.0,73776.0
2º Trim 2020,,,,,,,C2.2,Grandes divisiones,,,358899.0,,1132712.0,,335640.0,1109453.0,3048890.0,6145726.0,86623.0,73509.0
3º Trim 2020,,,,,,,C2.2,Grandes divisiones,,,357095.0,,1140424.0,,330719.0,1106037.0,3038075.0,6129919.0,83946.0,73623.0
4º Trim 2020,,,,,,,C2.2,Grandes divisiones,,,356699.0,,1153059.0,,346879.0,1107234.0,3036377.0,6156486.0,82507.0,73731.0
1º Trim 2021,,,,,,,C2.2,Grandes divisiones,,,360494.0,,1163967.0,,365135.0,1110206.0,3045784.0,6203798.0,84172.0,74040.0
2º Trim 2021,,,,,,,C2.2,Grandes divisiones,,,366274.0,,1174635.0,,378288.0,1118620.0,3066658.0,6263412.0,84813.0,74124.0
3º Trim 2021,,,,,,,C2.2,Grandes divisiones,,,366978.0,,1178501.0,,392738.0,1122838.0,3072744.0,6293430.0,85473.0,74158.0
4º Trim 2021,,,,,,,C2.2,Grandes divisiones,,,363716.0,,1189569.0,,408871.0,1138544.0,3115922.0,6377287.0,86370.0,74295.0
1º Trim 2022,,,,,,,C2.2,Grandes divisiones,,,360583.0,,1205184.0,,425498.0,1158220.0,3157851.0,6469876.0,88104.0,74436.0
2º Trim 2022,,,,,,,C2.2,Grandes divisiones,,,358010.0,,1222670.0,,442655.0,1178372.0,3192580.0,6558101.0,89264.0,74550.0
3º Trim 2022,,,,,,,C2.2,Grandes divisiones,,,355677.0,,1234008.0,,455066.0,1194522.0,3218921.0,6624372.0,91171.0,75007.0
4º Trim 2022,,,,,,,C2.2,Grandes divisiones,,,355094.0,,1243986.0,,467950.0,1211257.0,3237074.0,6683917.0,93038.0,75518.0
1º Trim 2023,,,,,,,C2.2,Grandes divisiones,,,354549.0,,1256028.0,,481413.0,1228625.0,3255640.0,6747028.0,94941.0,75832.0
2º Trim 2023,,,,,,,C2.2,Grandes divisiones,,,352533.0,,1265347.0,,489905.0,1244766.0,3275013.0,6799577.0,96170.0,75843.0
3º Trim 2023,,,,,,,C2.2,Grandes divisiones,,,355435.0,,1271694.0,,482351.0,1258696.0,3284926.0,6827054.0,97697.0,76255.0
4º Trim 2023,,,,,,,C2.2,Grandes divisiones,,,352389.0,,1267954.0,,455223.0,1264223.0,3279640.0,6795056.0,98731.0,76896.0
1º Trim 2024,,,,,,,C2.2,Grandes divisiones,,,358989.0,,1255217.0,,412539.0,1260197.0,3256030.0,6720126.0,100146.0,77008.0
2º Trim 2024,,,,,,,C2.2,Grandes divisiones,,,362547.0,,1237772.0,,390276.0,1254874.0,3231594.0,6653292.0,99812.0,76417.0
